"","variety","price","winery","taster_name","title"
"1595","Mencía",52,"Pittacum","Michael Schachner","Pittacum 2010 Aurea Mencía (Bierzo)"
"1596","Riesling",95,"Dr. H. Thanisch (Erben Thanisch)","Anna Lee C. Iijima","Dr. H. Thanisch (Erben Thanisch) 2012 Berncasteler Doctor Auslese Riesling (Mosel)"
"1597","Mencía",25,"Gancedo","Michael Schachner","Gancedo 2012 Mencía (Bierzo)"
"1598","Port",27,"Ramos-Pinto","Roger Voss","Ramos-Pinto 2009 RPLBV Late Bottled Vintage  (Port)"
"1599","Rhône-style White Blend",20,"Curtis","Unknown","Curtis 2011 Heritage Blanc White (Santa Barbara County)"
"1600","Aglianico",19,"Feudi di San Gregorio","Unknown","Feudi di San Gregorio 2010 Rubrato Aglianico (Irpinia)"
"1601","Spätburgunder",55,"Grafen Neipperg","Anna Lee C. Iijima","Grafen Neipperg 2007 Neipperger Schlossberg Spätburgunder (Württemberg)"
"1602","Albariño",12,"Pazo Serantellos","Michael Schachner","Pazo Serantellos 2011 Albariño (Rías Baixas)"
"1603","Picpoul",13,"Jadix","Lauren Buzzeo","Jadix 2015  Picpoul de Pinet"
"1604","White Blend",23,"Estate Biblia Chora","Susan Kostrzewa","Estate Biblia Chora 2015 White (Pangeon)"
"1605","Merlot",38,"Pomar Junction","Matt Kettmann","Pomar Junction 2013 Merlot (Paso Robles)"
"1606","Gamay",19,"Domaine de Leyre-Loup","Roger Voss","Domaine de Leyre-Loup 2014  Morgon"
"1607","Picpoul",12,"Domaine Delsol","Lauren Buzzeo","Domaine Delsol 2015  Picpoul de Pinet"
"1608","Carmenère",25,"Elqui Wines","Michael Schachner","Elqui Wines 2013 Limited Release Carmenère (Elqui Valley)"
"1609","Fiano",18,"Mustilli","Kerin O’Keefe","Mustilli 2012 Fiano (Sannio)"
"1610","Meritage",28,"Pollak","Unknown","Pollak 2010 Estate Grown Meritage (Monticello)"
"1611","Vidal Blanc",11,"Molliver Vineyards","Unknown","Molliver Vineyards NV Vidal Blanc (Virginia)"
"1612","Fiano",NA,"Cantina del Barone","Kerin O’Keefe","Cantina del Barone 2012 Particella 928  (Fiano di Avellino)"
"1613","Albanello",20,"Cantine Gulino","Kerin O’Keefe","Cantine Gulino 2012 Pretiosa Albanello (Terre Siciliane)"
"1614","Sangiovese",33,"La Poderina","Kerin O’Keefe","La Poderina 2012  Rosso di Montalcino"
"1615","Tempranillo",44,"Baigorri","Michael Schachner","Baigorri 2007 Reserva  (Rioja)"
"1616","Viognier",17,"Cedar View Winery","Jim Gordon","Cedar View Winery 2013 Reserve Viognier (California)"
"1617","Bordeaux-style White Blend",17,"Château Tour des Gendres","Roger Voss","Château Tour des Gendres 2013 Cuvée des Conti White (Bergerac Sec)"
"1618","Red Blend",95,"Pujanza","Michael Schachner","Pujanza 2009 Norte  (Rioja)"
"1619","Syrah",84,"Jean-Luc Colombo","Joe Czerwinski","Jean-Luc Colombo 2009 Les Ruchets  (Cornas)"
"1620","Syrah",130,"Paul Jaboulet Aîné","Joe Czerwinski","Paul Jaboulet Aîné 2009 Domaine de Saint Pierre  (Cornas)"
"1621","Red Blend",36,"Villa S. Anna","Kerin O’Keefe","Villa S. Anna 2009  Vino Nobile di Montepulciano"
"1622","Pinot Noir",79,"Testarossa","Unknown","Testarossa 2010 Niclaire Pinot Noir (California)"
"1623","Gewürztraminer",40,"Louis Sipp","Roger Voss","Louis Sipp 2008 Osterberg Grand Cru Gewurztraminer (Alsace)"
"1624","Cabernet Sauvignon",106,"Black Coyote","Unknown","Black Coyote 2010 Reserve Cabernet Sauvignon (Napa Valley)"
"1625","Pinot Gris",32,"Domaine Ehrhart","Roger Voss","Domaine Ehrhart 2010 Brand Grand Cru Pinot Gris (Alsace)"
"1626","Portuguese Red",100,"Wine & Soul","Roger Voss","Wine & Soul 2010 Quinta da Manoella VV Red (Douro)"
"1627","Touriga Nacional",35,"Fiuza","Roger Voss","Fiuza 2011 Ikon Touriga Nacional (Tejo)"
"1628","Gewürztraminer",60,"Domaine Schoffit","Roger Voss","Domaine Schoffit 2009 Rangen de Thann Grand Cru Clos Saint-Théobald Gewurztraminer (Alsace)"
"1629","Zinfandel",100,"Dark Matter","Unknown","Dark Matter 2006 Zinfandel (Howell Mountain)"
"1630","Pinot Nero",NA,"Ca' del Bosco","Unknown","Ca' del Bosco 2006 Pinéro Pinot Nero (Sebino)"
"1631","Chenin Blanc",28,"Domaine Huët","Roger Voss","Domaine Huët 2010 Le Haut-Lieu Sec  (Vouvray)"
"1632","Grenache",48,"Beckmen","Unknown","Beckmen 2008 Purisima Mountain Vineyard Grenache (Santa Ynez Valley)"
"1633","Gewürztraminer-Riesling",60,"Viento","Paul Gregutt","Viento 2009 Underwood Mountain Vineyards 55% Riesling/45% Gewurztraminer Ice Wine Gewürztraminer-Riesling (Columbia Gorge (OR))"
"1634","Riesling",84,"Dr. H. Thanisch (Erben Thanisch)","Joe Czerwinski","Dr. H. Thanisch (Erben Thanisch) 2009 Berncasteler Doctor Auslese Riesling (Mosel)"
"1635","Zinfandel",37,"Elyse","Unknown","Elyse 2007 Zinfandel (Howell Mountain)"
"1636","Trebbiano",50,"Masciarelli","Unknown","Masciarelli 2007 Castello di Semivicoli  (Trebbiano d'Abruzzo)"
"1637","Chenin Blanc-Chardonnay",17,"Château Moncontour","Roger Voss","Château Moncontour NV Brut Chenin Blanc-Chardonnay (Crémant de Loire)"
"1638","White Port",NA,"Ramos-Pinto","Roger Voss","Ramos-Pinto NV White Reserva  (Port)"
"1639","Syrah-Grenache",12,"Las Colinas Del Ebro","Michael Schachner","Las Colinas Del Ebro 2008 Syrah-Grenache (Terra Alta)"
"1640","Garnacha",13,"El Burro","Michael Schachner","El Burro 2008 Kickass Garnacha (Cariñena)"
"1641","Petite Sirah",34,"Enkidu","Unknown","Enkidu 2006 Fazekas Petite Sirah (Napa Valley)"
"1642","Pinot Grigio",24,"Poggiobello","Kerin O’Keefe","Poggiobello 2014 Pinot Grigio (Friuli Colli Orientali)"
"1643","Arinto",11,"Quinta da Romeira","Roger Voss","Quinta da Romeira 2014 Prova Régia Arinto (Lisboa)"
"1644","Sparkling Blend",21,"Sauvion","Roger Voss","Sauvion NV Brut Sparkling (Crémant de Loire)"
"1645","Pinot Bianco",20,"St. Pauls","Kerin O’Keefe","St. Pauls 2014 Plotzner Pinot Bianco (Alto Adige)"
"1646","Friulano",22,"La Tunella","Kerin O’Keefe","La Tunella 2013 Col Livius Friulano (Friuli Colli Orientali)"
"1647","Pinot Bianco",30,"Manincor","Kerin O’Keefe","Manincor 2014 Eichorn Pinot Bianco (Alto Adige Terlano)"
"1648","Pinot Noir",31,"Meadowcroft","Virginie Boone","Meadowcroft 2013 Cornerstone Vineyard Pinot Noir (Carneros)"
"1649","Ribolla Gialla",15,"Ronco Blanchis","Kerin O’Keefe","Ronco Blanchis 2014 Ribolla Gialla (Collio)"
"1650","Red Blend",7,"Don Cristobal 1492","Michael Schachner","Don Cristobal 1492 2010 1492 Red (Mendoza)"
"1651","Zinfandel",10,"Glen Ellen","Unknown","Glen Ellen 2009 Old Vine Zinfandel (California)"
"1652","G-S-M",13,"Brophy Clark","Unknown","Brophy Clark 2009 G-S-M (Santa Ynez Valley)"
"1653","Tempranillo-Merlot",12,"Solar de Urbezo","Michael Schachner","Solar de Urbezo 2010 Dance Del Mar Tempranillo-Merlot (Cariñena)"
"1654","Meritage",18,"Cosentino","Unknown","Cosentino 2008 The Novelist Meritage (California)"
"1655","Rosé",6,"DFJ Vinhos","Roger Voss","DFJ Vinhos 2010 Coreto Rosé (Lisboa)"
"1656","Rosé",5,"Adega Cooperativa Ponte de Barca","Roger Voss","Adega Cooperativa Ponte de Barca 2010 Escolha Rosé (Vinho Verde)"
"1657","Shiraz",9,"De Bortoli","Joe Czerwinski","De Bortoli 2008 DB Family Selection Shiraz (South Eastern Australia)"
"1658","Bordeaux-style Red Blend",105,"Jarvis","Unknown","Jarvis 2008 Will Jarvis' Science Project Red (Napa Valley)"
"1659","Bonarda",17,"Trapiche","Michael Schachner","Trapiche 2008 Broquel Bonarda (Mendoza)"
"1660","Pinot Noir",140,"Louis Latour","Roger Voss","Louis Latour 2008 Les Beaumonts Premier Cru  (Vosne-Romanée)"
"1661","Cabernet Sauvignon",195,"M by Michael Mondavi","Unknown","M by Michael Mondavi 2006 Cabernet Sauvignon (Napa Valley)"
"1662","Petite Sirah",15,"Pedroncelli","Unknown","Pedroncelli 2007 Family Vineyards Petite Sirah (Dry Creek Valley)"
"1663","Syrah",47,"Boekenhoutskloof","Lauren Buzzeo","Boekenhoutskloof 2007 Syrah (Coastal Region)"
"1664","Corvina, Rondinella, Molinara",37,"Nicolis","Unknown","Nicolis 2006 500ml  (Recioto della Valpolicella Classico)"
"1665","Cortese",20,"Giacomo Ascheri","Unknown","Giacomo Ascheri 2006 Cristina Ascheri  (Gavi di Gavi)"
"1666","Grüner Veltliner",48,"Jurtschitsch","Roger Voss","Jurtschitsch 2006 Schenkenbichl Grüner Veltliner (Kamptal)"
"1667","Barbera",23,"Valdinera","Unknown","Valdinera 2005  Barbera d'Alba Superiore"
"1668","Petite Sirah",25,"X","Unknown","X 2005 Petite Sirah (Paso Robles)"
"1669","Arneis",16,"Pertinace","Unknown","Pertinace 2006  Roero Arneis"
"1670","Dolcetto",21,"Poderi Luigi Einaudi","Unknown","Poderi Luigi Einaudi 2004  Dolcetto di Dogliani"
"1671","Rhône-style White Blend",32,"Kindred","Unknown","Kindred 2005 Marsanne-Roussanne-Viognier White (Russian River Valley)"
"1672","Moscato",19,"Il Falchetto","Unknown","Il Falchetto 2006 Tenuta Del Fant  (Moscato d'Asti)"
"1673","Tempranillo",96,"Señorío de Caleruega","Michael Schachner","Señorío de Caleruega 2009  Ribera del Duero"
"1674","Tinta de Toro",18,"Telmo Rodríguez","Michael Schachner","Telmo Rodríguez 2012 g Dehesa Gago  (Toro)"
"1675","Sauvignon Blanc",33,"Chalk Hill","Unknown","Chalk Hill 2012 Estate Sauvignon Blanc (Chalk Hill)"
"1676","Fiano",23,"Contrada Michele","Kerin O’Keefe","Contrada Michele 2012 Selvecorte  (Fiano di Avellino)"
"1677","Malvasia",20,"Coronica","Jeff Jenssen","Coronica 2012 Malvasia (Istria)"
"1678","Sauvignon Blanc-Semillon",25,"Covington","Paul Gregutt","Covington 2012 Klipsun Vineyard Blanc Sauvignon Blanc-Semillon (Red Mountain)"
"1679","Greco",NA,"Fattoria La Rivolta","Kerin O’Keefe","Fattoria La Rivolta 2012 Greco (Sannio)"
"1680","Bonarda",14,"Argento","Michael Schachner","Argento 2012 Bonarda (Mendoza)"
"1681","Falanghina",30,"Masseria Felicia","Kerin O’Keefe","Masseria Felicia 2012 Anthologia Falanghina (Falerno del Massico)"
"1682","Plavac Mali",27,"Miloš","Jeff Jenssen","Miloš 2009 Plavac Mali (Peljesac)"
"1683","Red Blend",58,"Niner","Unknown","Niner 2010 Fog Catcher Red (Paso Robles)"
"1684","Verdejo-Viura",11,"Pedro Escudero","Michael Schachner","Pedro Escudero 2013 Fuente Milano Verdejo-Viura (Vino de la Tierra de Castilla y León)"
"1685","Chenin Blanc",15,"Raats Family","Lauren Buzzeo","Raats Family 2012 Original Unwooded Chenin Blanc (Coastal Region)"
"1686","Garganega",13,"Fattori","Kerin O’Keefe","Fattori 2015 Runcaris  (Soave)"
"1687","Sparkling Blend",70,"Karma Vineyards","Sean P. Sullivan","Karma Vineyards 2013 Blanc de Noir Sparkling (Lake Chelan)"
"1688","Lemberger",15,"Kiona","Sean P. Sullivan","Kiona 2013 Estate Bottled Lemberger (Red Mountain)"
"1689","Cabernet Franc",34,"Trust","Sean P. Sullivan","Trust 2013 Cabernet Franc (Columbia Valley (WA))"
"1690","Sauvignon Blanc-Semillon",12,"Viña Requingua","Michael Schachner","Viña Requingua 2013 Toro de Piedra Grand Reserve Late Harvest Sauvignon Blanc-Semillon (Curicó Valley)"
"1691","Saperavi",12,"Wine Man","Mike DeSimone","Wine Man 2014 Mukuzani Saperavi (Kakheti)"
"1692","Tannat",43,"Bouza","Michael Schachner","Bouza 2013 B2 Parcela Unica Tannat (Canelones)"
"1693","Malbec",27,"Chakana","Michael Schachner","Chakana 2014 Estate Selection Malbec (Mendoza)"
"1694","Altesse",19,"Les Rocailles","Roger Voss","Les Rocailles 2014  Roussette de Savoie"
"1695","Barbera",50,"Michele Chiarlo","Kerin O’Keefe","Michele Chiarlo 2012 La Court  (Barbera d'Asti Superiore)"
"1696","Cabernet Franc",26,"Savage Grace","Sean P. Sullivan","Savage Grace 2014 Copeland Vineayard Cabernet Franc (Rattlesnake Hills)"
"1697","Portuguese Red",24,"Campolargo","Roger Voss","Campolargo 2011 Valdazar Red (Bairrada)"
"1698","Chardonnay",88,"La Pitchoune","Virginie Boone","La Pitchoune 2013 Chenoweth Vineyard Chardonnay (Russian River Valley)"
"1699","Bordeaux-style Red Blend",62,"Lasseter","Virginie Boone","Lasseter 2012 Paysage Estate Grown Red (Sonoma Valley)"
"1700","Champagne Blend",49,"Drappier","Roger Voss","Drappier NV Carte d'Or Brut  (Champagne)"
"1701","Cabernet Sauvignon",31,"Eagle Ridge","Jim Gordon","Eagle Ridge 2012 Private Reserve Estate Grown Cabernet Sauvignon (Livermore Valley)"
"1702","Sparkling Blend",49,"Fontanafredda","Kerin O’Keefe","Fontanafredda 2011 Extra Brut Metodo Classico Sparkling (Alta Langa)"
"1703","Pinot Noir",53,"Boizel","Roger Voss","Boizel NV Blanc de Noirs Brut Pinot Noir (Champagne)"
"1704","Champagne Blend",63,"Boizel","Roger Voss","Boizel NV Ultime Extra Brut  (Champagne)"
"1705","Cabernet Blend",48,"Vermeil","Virginie Boone","Vermeil 2013 XXXIV Proprietary Red (Calistoga)"
"1706","Bordeaux-style Red Blend",27,"Vignobles Carreau Selection","Roger Voss","Vignobles Carreau Selection 2014 Amiral  (Blaye Côtes de Bordeaux)"
"1707","Chardonnay",65,"Le Brun de Neuville","Roger Voss","Le Brun de Neuville NV Blanc de Blancs Brut Chardonnay (Champagne)"
"1708","Pinot Noir",66,"Shea","Paul Gregutt","Shea 2014 West Hill Pinot Noir (Willamette Valley)"
"1709","Mourvèdre",58,"Skinner","Jim Gordon","Skinner 2014 Estate Grown Mourvèdre (El Dorado)"
"1710","Aglianico",35,"Terredora","Kerin O’Keefe","Terredora 2011 Fatica Contadina  (Taurasi)"
"1711","Nerello Mascalese",100,"Pietradolce","Kerin O’Keefe","Pietradolce 2013 Vigna Barbagalli Pre-Phylloxera Rosso  (Etna)"
"1712","Pinot Noir",80,"Nicholson Ranch","Virginie Boone","Nicholson Ranch 2014 Dry Farmed Estate Pinot Noir (Sonoma Coast)"
"1713","Aglianico",66,"Cantine del Notaio","Kerin O’Keefe","Cantine del Notaio 2011 Il Sigillo  (Aglianico del Vulture)"
"1714","Aglianico",NA,"Contrade di Taurasi - Lonardo","Kerin O’Keefe","Contrade di Taurasi - Lonardo 2011  Taurasi"
"1715","Riesling",210,"Domdechant Werner","Anna Lee C. Iijima","Domdechant Werner 2015 Hochheimer Domdechaney Beerenauslese Riesling (Rheingau)"
"1716","Blanc du Bois",23,"Haak","Alexander Peartree","Haak 2012 Thomas Jefferson Series Madeira Blanc du Bois (Texas)"
"1717","Provence red blend",18,"Les Vignobles Gueissard","Roger Voss","Les Vignobles Gueissard 2013 Les Papilles Red (Côtes de Provence)"
"1718","Provence white blend",19,"Commanderie de la Bargemone","Roger Voss","Commanderie de la Bargemone 2014 White (Coteaux d'Aix-en-Provence)"
"1719","Garganega",NA,"Le Albare","Kerin O’Keefe","Le Albare 2015 Monte Majore  (Soave Classico)"
"1720","Nosiola",14,"Pisoni","Kerin O’Keefe","Pisoni 2015 Nosiola (Vigneti delle Dolomiti)"
"1721","Verdejo",20,"Pradorey","Michael Schachner","Pradorey 2015 Selección Especial Verdejo (Vino de la Tierra de Castilla y León)"
"1722","Arinto",12,"Quinta de Chocapalha","Roger Voss","Quinta de Chocapalha 2015 Arinto (Lisboa)"
"1723","Dornfelder",12,"Schlink Haus","Anna Lee C. Iijima","Schlink Haus 2013 Made With Organic Grapes Dornfelder (Rheinhessen)"
"1724","Garganega",12,"Corte Adami","Kerin O’Keefe","Corte Adami 2015  Soave"
"1725","Torrontés",11,"Santa Julia","Michael Schachner","Santa Julia 2016 [+] Torrontés (Mendoza)"
"1726","Bordeaux-style White Blend",32,"Swiftwater Cellars","Sean P. Sullivan","Swiftwater Cellars 2015 Proprietary White (Columbia Valley (WA))"
"1727","Roussanne-Viognier",34,"Quivira","Virginie Boone","Quivira 2014 Roussanne-Viognier (Dry Creek Valley)"
"1728","Syrah",23,"Viña Casablanca","Michael Schachner","Viña Casablanca 2014 Nimbus Single Vineyard Syrah (Casablanca Valley)"
"1729","Ojaleshi",18,"Kakhetia Traditional Winemaking","Mike DeSimone","Kakhetia Traditional Winemaking 2012 Red Naturally Semi-Sweet Ojaleshi"
"1730","Godello",13,"Senda Verde","Michael Schachner","Senda Verde 2015 Godello (Bierzo)"
"1731","Sangiovese",26,"TAO","Matt Kettmann","TAO 2013 Awakening Sangiovese"
"1732","Cabernet Franc",15,"Chaman","Michael Schachner","Chaman 2014 Cabernet Franc (Mendoza)"
"1733","Barbera",19,"Le Vigne di Ca' Nova","Kerin O’Keefe","Le Vigne di Ca' Nova 2011 Bric de Maschi  (Barbera d'Alba Superiore)"
"1734","Mondeuse",20,"Les Rocailles","Roger Voss","Les Rocailles 2014 Saint-Jean-de-la-Porte Mondeuse (Vin de Savoie)"
"1735","Gamay",24,"Les Rocailles","Roger Voss","Les Rocailles NV Caprice Gamay (Vin de France)"
"1736","Colombard",42,"Woodenhead","Virginie Boone","Woodenhead 2010 Naturale Single Vineyard Sparkling Colombard (Russian River Valley)"
"1737","Melon",NA,"Domaine de Beauregard","Roger Voss","Domaine de Beauregard 2012 Sur Lie  (Muscadet Sèvre et Maine)"
"1738","Garnacha Tintorera",10,"Santa Quiteria","Michael Schachner","Santa Quiteria 2013 BT Bodega Tintoralba Garnacha Tintorera (Almansa)"
"1739","Champagne Blend",31,"G. H. Mumm","Roger Voss","G. H. Mumm NV Cordon Rouge Brut  (Champagne)"
"1740","Assyrtico",20,"Domaine Costa Lazaridi","Susan Kostrzewa","Domaine Costa Lazaridi 2008 Château Julia Assyrtiko Assyrtico (Drama)"
"1741","Bordeaux-style Red Blend",24,"Château Barreyres","Roger Voss","Château Barreyres 2006  Haut-Médoc"
"1742","Corvina, Rondinella, Molinara",43,"Vigneti Villabella","Unknown","Vigneti Villabella 2003  Amarone della Valpolicella Classico"
"1743","Corvina, Rondinella, Molinara",90,"Guerrieri Rizzardi","Unknown","Guerrieri Rizzardi 2003 Villa Rizzardi  (Amarone della Valpolicella Classico)"
"1744","Syrah",22,"Porta","Michael Schachner","Porta 2007 Gran Reserva Syrah (Aconcagua Valley)"
"1745","Sauvignon Blanc",32,"Domaine Seguin","Roger Voss","Domaine Seguin 2007  Pouilly-Fumé"
"1746","Port",26,"Poças","Roger Voss","Poças 2001 Late Bottled Vintage  (Port)"
"1747","Carmenère",18,"Tarapaca","Unknown","Tarapaca 2007 Gran Reserva Carmenère (Maipo Valley)"
"1748","Sherry",17,"Lustau","Michael Schachner","Lustau NV Dry Amontillado Los Arcos Sherry (Jerez)"
"1749","Montepulciano",35,"Umani Ronchi","Unknown","Umani Ronchi 2004 Cúmaro Riserva  (Conero)"
"1750","Sherry",25,"Bodegas Dios Baco S.L.","Michael Schachner","Bodegas Dios Baco S.L. NV Oloroso Sherry (Jerez)"
"1751","Perricone",19,"Caruso & Minini","Unknown","Caruso & Minini 2006 Terre di Giumara Sachia Perricone (Sicilia)"
"1752","Pedro Ximénez",32,"Alvear","Michael Schachner","Alvear NV Amontillado Carlos VII Pedro Ximénez (Montilla-Moriles)"
"1753","Mencía",44,"Avancia","Michael Schachner","Avancia 2014 Mencía (Valdeorras)"
"1754","Sangiovese",130,"Seconda Stella a Destra","Kerin O’Keefe","Seconda Stella a Destra 2012  Brunello di Montalcino"
"1755","Auxerrois",27,"Zenith","Paul Gregutt","Zenith 2015 Auxerrois (Eola-Amity Hills)"
"1756","Portuguese Red",52,"Sogevinus","Roger Voss","Sogevinus 2006 D + D Red (Douro)"
"1757","Sauvignon",55,"Cantina Terlano","Unknown","Cantina Terlano 2008 Quarz Sauvignon (Alto Adige)"
"1758","Tempranillo Blend",85,"Dinastía Vivanco","Michael Schachner","Dinastía Vivanco 2007 Colección Vivanco 4 Varietales  (Rioja)"
"1759","Chardonnay",69,"Louis Latour","Roger Voss","Louis Latour 2008 Charmes Premier Cru  (Meursault)"
"1760","Carmenère",26,"Drink Washington State","Sean P. Sullivan","Drink Washington State 2014 Enjoy Walla Walla Carmenère (Walla Walla Valley (WA))"
"1761","Chardonnay",42,"Georges Duboeuf","Roger Voss","Georges Duboeuf 2015 Clos Reyssie  (Pouilly-Fuissé)"
"1762","Viognier",32,"McKahn","Virginie Boone","McKahn 2016 Viognier (Russian River Valley)"
"1763","Chardonnay",47,"Meurgey-Croses","Roger Voss","Meurgey-Croses 2015 Vieilles Vignes  (Pouilly-Fuissé)"
"1764","Chardonnay",26,"Rijckaert","Roger Voss","Rijckaert 2015  Saint-Véran"
"1765","Moscatel",38,"Telmo Rodríguez","Michael Schachner","Telmo Rodríguez 2012 MR Mountain Wine Moscatel (Málaga)"
"1766","Merlot",52,"Woodward Canyon","Sean P. Sullivan","Woodward Canyon 2014 Merlot (Columbia Valley (WA))"
"1767","Moscatel",19,"Jorge Ordóñez & Co.","Michael Schachner","Jorge Ordóñez & Co. 2016 Botani Old Vines Moscatel"
"1768","Tempranillo",19,"Luis Cañas","Michael Schachner","Luis Cañas 2014 Crianza  (Rioja)"
"1769","Provence white blend",27,"Château d'Ollières","Roger Voss","Château d'Ollières 2016 Prestige White (Coteaux Varois en Provence)"
"1770","Chardonnay",161,"Domaine Faiveley","Roger Voss","Domaine Faiveley 2015 Charmes Premier Cru  (Meursault)"
"1771","Gamay",40,"Florent Descombe","Roger Voss","Florent Descombe 2015  Chénas"
"1772","Syrah-Merlot",20,"Gillmore","Michael Schachner","Gillmore 2013 Mariposa Estate Old Vines Dry Farmed Syrah-Merlot (Loncomilla Valley)"
"1773","Albana",15,"Giovanna Madonia","Kerin O’Keefe","Giovanna Madonia 2015 Neblina Albana (Romagna)"
"1774","Nebbiolo",37,"Cantina del Pino","Kerin O’Keefe","Cantina del Pino 2013  Barbaresco"
"1775","Tempranillo",10,"Señorio de Uñuela","Michael Schachner","Señorio de Uñuela 2010  Rioja"
"1776","Sangiovese",10,"Straccali","Unknown","Straccali 2010  Chianti"
"1777","Tempranillo Blend",35,"Bodegas Tobía","Michael Schachner","Bodegas Tobía 2011 Óscar Tobía Reserva  (Rioja)"
"1778","Viognier",75,"Cayuse","Sean P. Sullivan","Cayuse 2014 Cailloux Vineyard Viognier (Walla Walla Valley (WA))"
"1779","Muskat",28,"Solminer","Matt Kettmann","Solminer 2015 Honea Vineyard Muskat (Santa Ynez Valley)"
